review_id,user_id,prod_id,rating,label,date,review_text,filtered
395554,29503,3318,5.0,1,2013-11-18,"Best greasy dumplings I've ever had.  Not the 'best' or most refined, but this place is fucking heaven if you've been drinking. This place is shockingly cheap as well - 4 huge friend pork & chive dumplings for $1, sesame pancake with duck for $2 ($1 if plain), 8 veggie dumplings for $2.50. The place is the definition of hole-in-the-wall and is of questionable cleanliness, but staff is quite awesome and efficient. This is type of finds I love: cheap, fast, tasty and no bullshit.",False
367725,189592,2184,5.0,1,2014-12-14,"Our first visit lead to a second visit. we had awesome crapes, panini and French onion soup and wow what a fantastic waitstaff .. if ever in Burlington, VT a must stop!! gr8 food, drinks and atmosphere  Don't be discouraged if there is a line they move quick and it'll be well with any amount of wait time.",False
499849,21211,4148,4.0,1,2010-06-01,It's like eating in a cafeteria. You pick what you like and pay by the pound or get the ones that are pre-packaged. The food is good. This is the place you stop by when  you crave Korean and don't want to wait. Place is packed with people and the buffet selection is only available during peak lunch/dinner times.,False
75582,60165,682,4.0,1,2014-08-04,"Delicious breakfast in a small diner-style cafe. The menu stars biscuits, muffins, frittatas, and other breakfast staples. Our frittata was really delicious and I liked the coffee served in metal mugs. Service was great.",False
253491,13944,2187,4.0,1,2013-07-08,"Found this place on Yelp while looking for a place for a large group of us to beat the summer heat.  We spent a few hours here during Happy Hour enjoying the cool air.  The Happy Hour prices were great ($5 for craft beers and well drinks, I think).  The apps we ordered were delicious (fried pickles, spinach dip, and lobster mac & cheese) and the service was very friendly.  Would definitely come back.",False
222939,133466,1637,5.0,1,2012-10-07,"This place ROCKS!!!!! The food is so good and the service is great! On our last night in Brooklyn, the rain gods were running amuck but we decided to brave the sheets of rain and wind to get one last good meal. I am so glad we found this place! The ambiance is actually really cozy and romantic. The back room is a great place for a date! We sat in the front to watch the crazy weather. For a starter I order the mango martini- strong, apparently like all drinks served in Brooklyn. Mommy likes! I order the sampler and he ordered the cous cous with chicken. The sampler is for people like me who refuse to settle on 1 craving- a little bit of this, a little bit of that and a LOT of yummy. The tahini and hummus were on point, could have done without the arabic salad but it was so good I made my BF have food envy. His, however, was equally as good. The chicken was SO tender and tasty. We both enjoyed our meals so much we thought about returning the next day for breakfast... A MUST-VISIT!!!!",False
223093,133546,1661,5.0,-1,2012-02-16,"I LOVE this joint! I think it's a great sandwich spot and LOVE that it's owner operated, not a chain.  The owners are cheery, and have very busy hands.  We ate lunch here yesterday and a steady stream of people came in while we were there.  It's clearly popular, and it's popular because everything is fresh, the people behind the counter are fabulous and it's a great deal!   As an aside, I especially like that they actually close for a short period of time to go on vacation each year.  Just further underscores that the owners are committed to their business, but also know the value of taking a break to refresh and rejuvenate.",True
453288,7598,3136,4.0,1,2011-06-15,"We got there right before noon, and boy am I glad we did. We got one of the last tables and when we left the line was down the block.  The service is fast and friendly, the pizza is everything everyone says about it.  It is a little bit of a tourist trap, but with good reason.",False
101431,7777,1809,4.0,1,2012-01-22,"I was super excited for these macaroons from Paris, and nervous about the long lines!  Luckily, on a cold day on MLK, there weren't many people out.  I tried the rose and another red one (I forget already-strawberry?).  I will say that these fillings are the best I've had.  However, the outer parts are the same as La Maison du Macaron. The macaroons aren't very decorated, either.  You'll have the standard, brightly colored ones, but without any specks of gold/silver, etc.  All in all, the macaroons are pretty solid and worth trying here!",False
182568,12421,1622,4.0,1,2014-11-28,"Really enjoyed the ambiance, which somehow made me feel like I wasn't in New York.  The food was decent, but not great.  The rolls were amazing - warm, doughy goodness!  The rest of the food was a let down and didn't seem to be made from great quality ingredients.  I enjoyed the corn soup with fritters and salmon with corn grits, but I hated the bronzino...it was very thin and burnt on the bottom, so there was very little fish to eat and the fish I did eat just didn't taste good.  The chocolate cake was good, but not worth the calories.  I'd go back for drinks, rolls, and ambiance, bit probably not for the rest of the food.",False
522207,45694,4360,5.0,1,2014-11-30,"Refreshing remix to the sardine bar. This spot fewtures several hoppy beers and seasonal treats. Make your own six pack or get a tasty Indian cheeasesteak - yes- tikka masala cheesesteaks, samosas, wings etc. Its all so good. Awesome staff too.",False
472003,224032,3901,5.0,1,2012-04-29,"had (many) tequila drinks here.  AMAZING CONCOCTIONS.  all the bartenders are awesome, but Vinnie is my favorite.  he is truly The Tequila Whisperer-- tell him what ingredients you typically like & he will make the perfect (off menu) drink for you.  the guac was super delish, but also I was extremely tipsy so perhaps not the best judge.  the ambiance is really nice.  zero vegan options for dinner, but worth a stop for drinks.",False
151573,31789,1365,4.0,1,2014-03-02,"I just had a great Felafel at Remy's.  The only thing I regret about this place is that  other reviewers got to it before I did!  Oh,, its great to be a ""Columbus"" now and then (not that the ""new world"" was already discovered by others  thousands of years ago).   The place is small, about 4 tables on the floor and this odd seating area to the side that takes up 2/3 of good space.  It appears to be a replication of the interior of a middle east inn, maybe ""harem-esque"" .   But, forget about the ambiance, the food is great, the menu healthy. Try the main veggie dishes and  the eggplant Panini.  Very good prices.  Parking is ample.  The place is observant and closes one hour before sun down on Saturdays.",False
499014,13751,4148,4.0,1,2013-09-02,"Cheap. Wide variety of Korean food. Fast. And in terms of the authenticity of Korean food (which is probably never gonna happen in NYC, purely because the main ingredients are different from those in Korea), I personally think it's way better than those other Korea town restaurants. And because these food are cooked right before placed on the stove (?), I get less concerned about all those food doubts and all.",False
308130,168362,1123,1.0,-1,2012-01-30,was a fan of this restaurant until the night i ordered the salmon and immediately got sick after. I 100% received food poisoning after this meal. So gross.,True
540958,101848,3528,5.0,1,2009-06-01,"I love this place! I work right in the empire state building and the place is right up the block. Also being able to get plastered and make my way home is a plus. The 11am-7pm happy hour is great for getting buzzed at lunch or for after work. Look out for the $5 margaritas, cosmos, and martinis, and pretty big portions of nachos. Recently went again for a friend's birthday and the bill was around $115 bucks for like 8 of us. No complaints here!",False
5602,10525,43,3.0,1,2014-08-10,Food was great but the server was not attentive to hos customers. Did not come back to see receive feedback on the food or to refill our drinks. He was too busy sitting at the bar on his cellphone. Three stars for the service.,False
78124,10157,711,1.0,1,2013-09-23,"Disappointing.. I went there once. Lots of ""Chef Walkers"".. Personel who walk around like they just left culinary school with articulate dishes but the food doesn't match. Wild rice was not so wild.. Rosemary chicken tasted like it was made by anyone but.  With so many good lunch and food venues around it is hard to waste time w bland and tasteless food. It's worth giving another shot but I'm not too hopeful .",False
14643,18460,114,4.0,1,2011-02-01,"North Third has great drinks and great food. It is a semi-regular spot for my wife and I and our friends. My wife loves the brunch and swears it's the best place to get a bowl of tomato soup. Their margherita pizza was an unexpected delight. And we usually don't pass up the edamame. As someone that doesn't prefer parking downtown or taking the train, I like the location too. And I would be amiss if I did not compliment their service. Give it a shot!",False
579838,29271,4816,4.0,1,2011-04-16,Whenever I crave Fresh Noodles this is the Place Good stuff. Dumplings are pretty good along with soups wich are Amazing. Small restaurant looks like a Dive but we are in Chinatown not Midtown. Did  I mention Guy Fieri stopped By!!!,False
234681,62178,2034,5.0,1,2008-12-07,"It felt very much like a large brasserie you would find in Paris.  Some of the negatives mentioned in earlier Yelp posts seem to have been ironed out over time.   Pros: Interior is very well done, they took special care with the details. The food is very good! I especially enjoyed the onion soup, steak-frites, salmon and trout amandine (whose haricots verts [greenbeans] were to die for!) Cons:  Loud, though I found this actually lent to the restaurant's atmosphere. The wine carafes are not that great, choose something else from the wine list.  Pricey (not bad by fine dining standards, but another place I can't really afford).",False
587840,259364,3951,4.0,1,2012-07-09,"I recently moved to the neighborhood and I have a feeling I will soon become a regular here. The vegetarian sandwich is delicious and all of the vegetables were extremely fresh and crisp. I recommend adding sriracha or hot sauce to your sandwich for a bit more flavor and kick. The salad rolls are also top-notch! The staff is very friendly and accommodating and you can eat in or get your food to go. Quick, cheap, fresh, and tasty- what more could you ask for?",False
382756,9501,3031,5.0,1,2010-09-14,"You know what's great for a hangover? Sitting right next to a baby whose keening wails pierce your brain over and over again until you are forced to palm his head like a basketball and casually toss him over the wall of Cafe Luluc's picturesque garden, much to the horror of his mother. Thankfully, I didn't have to destroy any families last Saturday, because this little guy was the quietest baby of all time. Why? Because his mother kept feeding him little pieces of Luluc's FANTASTIC pancakes. No one could possibly have any problems as long as they get a few bites of these crispy, yet fluffy wonders. They rival the best I've ever had (Clinton St. Baking Company), but they are half the price, and don't require a two hour wait. And even though they are accompanied by real maple syrup, they don't require anything except perhaps the fresh strawberries and bananas provided. Luluc's expertise extends to savory options as well; my bacon, cheddar and tomato omelette sprinkled with chives was aesthetically perfect, and as tasty as any egg dish in recent memory. And although the fries were merely passable, the accompanying fresh greens (dressed in what I believe was some sort of basil vinaigrette) more than compensated for their counterpart. Combine charmingly simple, yet perfectly delicious food with affordable prices (the aforementioned two dishes came in at $18 plus tip), efficient service and a pleasant garden, and you've got my new favorite brunch spot.",False
425863,209600,3672,2.0,-1,2010-12-23,over priced bad food,True
4870,9848,28,5.0,1,2009-06-06,"The wait doesn't matter. As with all the other reviews, the staff is super friendly, the food is great, and it has a great vibe. There are chairs to sit on while you wait, and we got free coffee, cookies, water, orange slices, strawberries, and lemon pork. Try to get on the patio, its nice out there!",False
395856,55709,3318,5.0,1,2013-04-26,"G*ddamn this place is amazing!!! I think it's the combination of the fact that they're super tasty and freshly made. But the fact that you can get 5 gigantic two-full-bite pan-fried dumplings for the low, low price of just $1 is amazing to me! Yes, the potstickers are a bit on the greasy side, but they're also super juicy and flavorful. I also bought a bag of 50 frozen vegetarian dumplings for my friend for just $11. The pork and chive ones, the same that they make into potstickers, are just $9/bag! I wish I lived in NYC, I'd be here every time I visited Chinatown. And their hours are amazing too, 7:30am - 10pm. I visited for lunch and came back for breakfast a few days later! I'll definitely be back to visit Prosperity Dumpling the next time I visit NYC.",False
73632,59041,660,5.0,1,2014-07-30,"The Bar Room is a great experience before you even sit down. As you walk in, the room has been made to look at least twice its size by cleverly placed mirrors and lighting fixtures. Just below the ceiling level, there is a beautiful mural that reflects throughout the eating area. The food did not disappoint either. I went there for brunch and had their Garden Omelette, which was incredibly fresh and filling. My friend had the Bar Room Benedict and was also singing praises afterwards. The service was friendly and efficient, and the prices were very reasonable. I haven't tried any of their drinks yet, but will definitely be going back to try out some of their cocktails and to soak up the atmosphere again. I highly recommend The Bar Room to anyone who wants to eat at a classy place without hurting your wallet.",False
598576,73014,187,3.0,1,2010-06-24,"Service was great, the place is a little too dark and a bit too loud. The food seemed more promising than it was- appetizer of rib terrine was tasty and crab croquette also good. My main course was the special cod with tomato broth. Not very tasty. Bland, uninspired. Not worth finishing and I rarely leave food on my plate (like mama says). My friend got the whole dorade which was very good. Another friend had rib sandwhich - good but not amazing. Dessert was doughnuts with ice cream which I've had before in another restaurant where they were better. I wouldn't go back to eat, but i would say its worth going one time.",False
24698,26620,171,3.0,1,2011-10-06,"Ive been a Hillsborough resident for 4 years and have always been curious about this place but never went in Last thursday night, my wife and I decided to check it out for some outdoor dining. We arrived around 7pm and the outdoor seating area was about 60% full The high-school aged wait staff seemed completely clueless and didn't seem to pay attention to the line that was growing waiting to be seated.  Once seated, it was at least 15 minutes before anyone came over to offer menus and drinks.   I ordered one of the burgers (cant remember which one), but it had amazing cheddar and jalepenos.  The burger was absolutely delicious. The meat was perfectly cooked and deliciously juicy. The food is so good, but they need to fire their prepubescent wait staff and hire real waiters",False
341985,90443,2982,5.0,1,2011-08-25,"I have  been coming here for several weeks.  Brick Lane has awesome food!  Raghu, the manager, is always friendly and helpful when helping me chose what to order and describes to me the level of spiciness that is used in the preparation of the food.  All the wait staff is friendly and pleasant and it is a joy to come here for a sit down dinner or take out. Brick Lane has become of my favorite Montclair restaurants!",False
211781,128860,1876,5.0,1,2011-01-29,Best veg Gen Tso's.  Mostly soy chicken- not a dough ball with a marble-sized piece of TVP at the center... and the sauce is always perfect.  I eat here more often than anywhere when I want to hide away and decompress from a stressful morning.  I aldo dig how they add some protein to Mei & Chow Fun (veggie ham or chicken).,False
334591,91730,2561,4.0,1,2013-09-29,"Low-key Dominican cafe serving very authentic food selections (sister restaurant to the Papasito).  Great outdoor sidewalk seating (but only in warm weather months). Recommend the Roasted pork or Cuban sandwiches for a quick lunch.  Mofongo, pig feet, and tripe soup are included on the main entree menu.  Mashed green plantains, cassava sticks, and croquettes stand-out as appetizer selections. Leave room for homemade bread pudding, three milk cake, or guava with cheese for dessert. Take-out available (best option for the winter months -- severely limited indoor seating).",False
83167,64469,2989,4.0,1,2006-07-31,This is a cute little place. Typical home town diner style place to eat. We like to eat at the counter and watch the guys cook--entertaining and friendly.  It's a nice place to go when you just don't want to make your own breakfast on a Sunday morning.  Eat with the locals and enjoy some great pancakes with fruit!,False
497029,44492,3183,1.0,1,2014-01-25,"This could be a really great place if the waitress had not completely ruined my experience.  She was rude and horrible to deal with.  What a shame, because they have a really nice bar and good food.",False
79637,23632,2632,5.0,1,2012-07-07,"Definitely worth the price--100 bucks for 2 apps, 1 main, 2 cocktails. Went on a date here - food and ambiance work well. Try to snag an outside table if you can, but inside works too. The falafel crusted scallops are amazing, as is the chilean sea bass (coated in a subtle lemony crumb, it's not overpowering but just enough to make the soft flaky fillet crisp and fresh). A bonus: proximity to so many W Village bars down the block for a post-dinner drink. Sadly, the meal was more of a success than the date.....",False
328478,176104,2864,5.0,1,2012-01-13,"Great dining experience.  I had pasta filled with bone marrow and it was one of the best dishes we've ever had.  Service was lovely, the sommelier was ace.  Very nice atmosphere and absolutely worth the price.",False
602128,58603,4997,3.0,1,2014-08-25,"Burger was alright but I was waiting for better... Food is cheap, vibe is kinda cool.",False
110174,79537,4566,1.0,-1,2013-05-16,"I live near by so I went here one morning for coffee and a butter roll While waiting my turn had an older lady, that kept going behind the counter and using her hands to get food..Now I don't know who she is but she was there the next day doing the same thing so I am guessing an owner...if the owner does not use the employees behind the counter or worse use gloves, how clean can this place be. Haven't been back since",True
266030,151290,2271,4.0,1,2011-08-18,"Really 'Tiny' but very very good. We were there on a hot Summers night it was probably 90 out at 9PM. But once inside & seated we ate as if it was Winter with stuffed pigs foot & wonderful food! We were fortunate enough to be with a French friend & she enlivened the meal by conversing with the owners in French. Actually there were many French speaking patrons & we felt like we were transported to Paris for a few hours..... Lovely hostess, terrific chef, husband & wife team. Can't wait to go back!",False
282928,30997,2463,4.0,-1,2014-08-27,"Went here for lunch with a couple of friends and we were pleasantly surprised!! We all got a lunch special entree, which came with soup and a huge portion of food for under $10!! I got the egg drop soup and the chicken with cashews with fried rice. The soup was delicious.  The entree was great as well. Although the chicken portion of the dish had too much sauce for my liking, it was still good and the rice was very yummy. I had to take half of it home they give such big portions!! We ordered a California roll to share, which was delicious. They also have a bowl of crispy noodles and duck sauce and a hot pot of tea and teacups on the table, which was a nice touch. The service was great. We were greeted and seated as soon as we walked by the people working at the front at the registers. Our waiter was very friendly and our food was brought out quickly. The restaurant is big and pretty clean. The menus, however, were sticky, and a couple of other things around the restaurant looked like they could use a wipe-down, but nothing horrible. We will definitely be coming back!!",True
